LABEL	THRESHOLD	ACCURACY	PRECISION	RECALL	F1
Smartphones	0.70	0.9611	0.7821	0.5540	0.6287
Smartphones	0.75	0.9595	0.8032	0.5087	0.5986
Smartphones	0.80	0.9583	0.8189	0.4533	0.5616
Smartphones	0.85	0.9550	0.8458	0.3728	0.4914
Smartphones	0.90	0.9521	0.8468	0.3172	0.4406
Smartphones	0.95	0.9496	0.8931	0.2417	0.3708
Smartphones	1.00	0.9364	0.0000	0.0000	0.0000
Internet of Things	0.00	0.0328	0.0328	1.0000	0.0634
Internet of Things	0.05	0.7961	0.1410	0.9410	0.2425
Internet of Things	0.10	0.9384	0.3483	0.9019	0.4978
Internet of Things	0.15	0.9583	0.4509	0.9019	0.5944
Internet of Things	0.20	0.9676	0.5293	0.8919	0.6530
Internet of Things	0.25	0.9737	0.5900	0.8724	0.6939
Internet of Things	0.30	0.9782	0.6566	0.8524	0.7270
Internet of Things	0.35	0.9801	0.6809	0.8524	0.7444
Internet of Things	0.40	0.9826	0.7230	0.8424	0.7652
Internet of Things	0.45	0.9852	0.7636	0.8424	0.7897
Internet of Things	0.50	0.9884	0.8319	0.8229	0.8209
Internet of Things	0.55	0.9884	0.8410	0.8033	0.8178
Internet of Things	0.60	0.9897	0.8849	0.7933	0.8331
Internet of Things	0.65	0.9904	0.9108	0.7833	0.8400
Internet of Things	0.70	0.9913	0.9406	0.7833	0.8533
Internet of Things	0.75	0.9907	0.9506	0.7538	0.8383
Internet of Things	0.80	0.9891	0.9457	0.7048	0.8036
Internet of Things	0.85	0.9862	0.9357	0.6157	0.7355
Internet of Things	0.90	0.9830	0.9225	0.5186	0.6559
Internet of Things	0.95	0.9795	0.9110	0.4109	0.5609
Internet of Things	1.00	0.9672	0.0000	0.0000	0.0000
Social Networks	0.00	0.1490	0.1490	1.0000	0.2594
Social Networks	0.05	0.3484	0.1860	0.9978	0.3135
Social Networks	0.10	0.6339	0.2898	0.9935	0.4483
Social Networks	0.15	0.8112	0.4411	0.9806	0.6081
Social Networks	0.20	0.9107	0.6329	0.9634	0.7631
Social Networks	0.25	0.9419	0.7422	0.9396	0.8282
Social Networks	0.30	0.9521	0.7957	0.9203	0.8518
Social Networks	0.35	0.9592	0.8374	0.9052	0.8687
Social Networks	0.40	0.9624	0.8574	0.9009	0.8771
Social Networks	0.45	0.9608	0.8693	0.8707	0.8689
Social Networks	0.50	0.9615	0.8864	0.8535	0.8687
Social Networks	0.55	0.9618	0.9103	0.8276	0.8659
Social Networks	0.60	0.9592	0.9161	0.8018	0.8543
Social Networks	0.65	0.9547	0.9155	0.7694	0.8353
Social Networks	0.70	0.9486	0.9220	0.7178	0.8061
Social Networks	0.75	0.9415	0.9358	0.6553	0.7690
Social Networks	0.80	0.9342	0.9475	0.5928	0.7272
Social Networks	0.85	0.9232	0.9544	0.5109	0.6637
Social Networks	0.90	0.9133	0.9749	0.4312	0.5944
Social Networks	0.95	0.8901	0.9858	0.2675	0.4183
Social Networks	1.00	0.8510	0.0000	0.0000	0.0000
Battery	0.00	0.0202	0.0202	1.0000	0.0397
Battery	0.05	0.9422	0.2693	0.9846	0.4194
Battery	0.10	0.9817	0.5391	0.9218	0.6757
Battery	0.15	0.9859	0.6130	0.9064	0.7270
Battery	0.20	0.9875	0.6436	0.9064	0.7486
Battery	0.25	0.9878	0.6629	0.8897	0.7517
Battery	0.30	0.9888	0.6817	0.8897	0.7652
Battery	0.35	0.9888	0.6817	0.8897	0.7652
Battery	0.40	0.9888	0.6841	0.8731	0.7609
Battery	0.45	0.9891	0.7014	0.8577	0.7640
Battery	0.50	0.9897	0.7174	0.8577	0.7745
Battery	0.55	0.9894	0.7141	0.8423	0.7668
Battery	0.60	0.9891	0.7173	0.8102	0.7531
Battery	0.65	0.9891	0.7239	0.7782	0.7444
Battery	0.70	0.9878	0.7209	0.6833	0.6960
Battery	0.75	0.9881	0.7463	0.6667	0.6977
Battery	0.80	0.9878	0.7630	0.6192	0.6767
Battery	0.85	0.9868	0.7720	0.5410	0.6233
Battery	0.90	0.9855	0.7820	0.4462	0.5459
Battery	0.95	0.9814	0.5100	0.1910	0.2770
Battery	1.00	0.9798	0.0000	0.0000	0.0000
Driverless Cars	0.00	0.0430	0.0430	1.0000	0.0825
Driverless Cars	0.05	0.9213	0.3665	1.0000	0.5324
Driverless Cars	0.10	0.9855	0.7519	1.0000	0.8574
Driverless Cars	0.15	0.9898	0.8189	0.9852	0.8930
Driverless Cars	0.20	0.9917	0.8493	0.9852	0.9111
Driverless Cars	0.25	0.9914	0.8483	0.9778	0.9072
Driverless Cars	0.30	0.9917	0.8580	0.9704	0.9098
Driverless Cars	0.35	0.9930	0.8808	0.9704	0.9227
Driverless Cars	0.40	0.9936	0.8928	0.9704	0.9294
Driverless Cars	0.45	0.9933	0.9038	0.9478	0.9243
Driverless Cars	0.50	0.9933	0.9087	0.9404	0.9234
Driverless Cars	0.55	0.9936	0.9220	0.9330	0.9262
Driverless Cars	0.60	0.9942	0.9344	0.9330	0.9328
Driverless Cars	0.65	0.9942	0.9467	0.9182	0.9313
Driverless Cars	0.70	0.9936	0.9520	0.8960	0.9213
Driverless Cars	0.75	0.9917	0.9475	0.8513	0.8924
Driverless Cars	0.80	0.9907	0.9540	0.8214	0.8780
Driverless Cars	0.85	0.9869	0.9473	0.7322	0.8208
Driverless Cars	0.90	0.9833	0.9610	0.6353	0.7548
Driverless Cars	0.95	0.9778	0.9542	0.5000	0.6416
Driverless Cars	1.00	0.9570	0.0000	0.0000	0.0000
Wearable Tech	0.00	0.0703	0.0703	1.0000	0.1314
Wearable Tech	0.05	0.3590	0.0985	0.9909	0.1790
Wearable Tech	0.10	0.8346	0.2958	0.9544	0.4504
Wearable Tech	0.15	0.9107	0.4438	0.9316	0.5983
Wearable Tech	0.20	0.9364	0.5389	0.9178	0.6749
Wearable Tech	0.25	0.9490	0.6029	0.8949	0.7156
Wearable Tech	0.30	0.9563	0.6481	0.8767	0.7413
Wearable Tech	0.35	0.9615	0.6889	0.8585	0.7602
Wearable Tech	0.40	0.9663	0.7346	0.8448	0.7805
Wearable Tech	0.45	0.9708	0.7751	0.8403	0.8022
Wearable Tech	0.50	0.9717	0.8061	0.8038	0.8004
Wearable Tech	0.55	0.9737	0.8395	0.7811	0.8059
Wearable Tech	0.60	0.9740	0.8619	0.7536	0.8011
Wearable Tech	0.65	0.9737	0.8797	0.7261	0.7934
Wearable Tech	0.70	0.9737	0.9030	0.6989	0.7860
Wearable Tech	0.75	0.9724	0.9282	0.6576	0.7680
Wearable Tech	0.80	0.9685	0.9465	0.5847	0.7211
Wearable Tech	0.85	0.9663	0.9745	0.5344	0.6882
Wearable Tech	0.90	0.9621	0.9800	0.4704	0.6348
Wearable Tech	0.95	0.9528	0.9833	0.3335	0.4971
Wearable Tech	1.00	0.9297	0.0000	0.0000	0.0000
Virtual Reality and Augmented Reality	0.00	0.0282	0.0282	1.0000	0.0550
Virtual Reality and Augmented Reality	0.05	0.7331	0.0939	0.9555	0.1704
Virtual Reality and Augmented Reality	0.10	0.9126	0.2354	0.8993	0.3701
Virtual Reality and Augmented Reality	0.15	0.9406	0.3148	0.8536	0.4525
Virtual Reality and Augmented Reality	0.20	0.9547	0.3791	0.7967	0.5042
Virtual Reality and Augmented Reality	0.25	0.9634	0.4394	0.7503	0.5442
Virtual Reality and Augmented Reality	0.30	0.9669	0.4879	0.7392	0.5711
Virtual Reality and Augmented Reality	0.35	0.9682	0.5036	0.7163	0.5735
Virtual Reality and Augmented Reality	0.40	0.9698	0.5118	0.7046	0.5786
Virtual Reality and Augmented Reality	0.45	0.9708	0.5204	0.6928	0.5821
Virtual Reality and Augmented Reality	0.50	0.9717	0.5307	0.6706	0.5780
Virtual Reality and Augmented Reality	0.55	0.9740	0.5542	0.6484	0.5824
Virtual Reality and Augmented Reality	0.60	0.9756	0.5914	0.6248	0.5880
Virtual Reality and Augmented Reality	0.65	0.9756	0.5797	0.5471	0.5367
Virtual Reality and Augmented Reality	0.70	0.9753	0.5939	0.4784	0.4949
Virtual Reality and Augmented Reality	0.75	0.9766	0.6894	0.4667	0.5030
Virtual Reality and Augmented Reality	0.80	0.9759	0.6871	0.3752	0.4371
Virtual Reality and Augmented Reality	0.85	0.9762	0.7167	0.3412	0.4238
Virtual Reality and Augmented Reality	0.90	0.9766	0.7632	0.2621	0.3598
Virtual Reality and Augmented Reality	0.95	0.9759	0.8111	0.2039	0.3044
Virtual Reality and Augmented Reality	1.00	0.9718	0.0000	0.0000	0.0000
Drone	0.00	0.0465	0.0465	1.0000	0.0890
Drone	0.05	0.7884	0.1851	1.0000	0.3113
Drone	0.10	0.9647	0.5886	0.9793	0.7292
Drone	0.15	0.9765	0.6776	0.9724	0.7962
Drone	0.20	0.9810	0.7329	0.9517	0.8247
Drone	0.25	0.9823	0.7527	0.9379	0.8321
Drone	0.30	0.9836	0.7686	0.9379	0.8419
Drone	0.35	0.9839	0.7722	0.9379	0.8443
Drone	0.40	0.9833	0.7743	0.9172	0.8353
Drone	0.45	0.9830	0.7795	0.8965	0.8296
Drone	0.50	0.9817	0.7762	0.8621	0.8136
Drone	0.55	0.9807	0.7804	0.8207	0.7975
Drone	0.60	0.9791	0.7797	0.7724	0.7737
Drone	0.65	0.9778	0.7864	0.7241	0.7510
Drone	0.70	0.9759	0.7806	0.6759	0.7213
Drone	0.75	0.9772	0.8145	0.6690	0.7301
Drone	0.80	0.9772	0.8376	0.6414	0.7227
Drone	0.85	0.9749	0.8407	0.5724	0.6798
Drone	0.90	0.9717	0.8406	0.4896	0.6151
Drone	0.95	0.9676	0.8673	0.3655	0.5088
Drone	1.00	0.9535	0.0000	0.0000	0.0000
NanoTech	0.00	0.0498	0.0498	1.0000	0.0948
NanoTech	0.05	0.4653	0.0853	1.0000	0.1571
NanoTech	0.10	0.9412	0.4680	0.9871	0.6319
NanoTech	0.15	0.9750	0.6789	0.9806	0.7997
NanoTech	0.20	0.9836	0.7736	0.9548	0.8535
NanoTech	0.25	0.9852	0.8066	0.9290	0.8623
NanoTech	0.30	0.9852	0.8182	0.9097	0.8593
NanoTech	0.35	0.9836	0.8154	0.8710	0.8407
NanoTech	0.40	0.9830	0.8131	0.8581	0.8336
NanoTech	0.45	0.9820	0.8218	0.8194	0.8182
NanoTech	0.50	0.9817	0.8390	0.7871	0.8092
NanoTech	0.55	0.9817	0.8608	0.7548	0.8006
NanoTech	0.60	0.9810	0.8683	0.7291	0.7879
NanoTech	0.65	0.9791	0.8763	0.6774	0.7611
NanoTech	0.70	0.9775	0.8781	0.6387	0.7368
NanoTech	0.75	0.9765	0.8867	0.6064	0.7178
NanoTech	0.80	0.9756	0.8996	0.5742	0.6993
NanoTech	0.85	0.9714	0.9034	0.4774	0.6239
NanoTech	0.90	0.9653	0.8883	0.3484	0.4992
NanoTech	0.95	0.9599	0.8721	0.2258	0.3573
NanoTech	1.00	0.9502	0.0000	0.0000	0.0000
Manufacturing	0.00	0.0482	0.0482	1.0000	0.0919
Manufacturing	0.05	0.3622	0.0687	0.9733	0.1282
Manufacturing	0.10	0.8182	0.2002	0.9000	0.3265
Manufacturing	0.15	0.8973	0.3089	0.8733	0.4543
Manufacturing	0.20	0.9175	0.3543	0.8333	0.4954
Manufacturing	0.25	0.9287	0.3937	0.8000	0.5240
Manufacturing	0.30	0.9355	0.4224	0.7800	0.5433
Manufacturing	0.35	0.9412	0.4536	0.7467	0.5579
Manufacturing	0.40	0.9454	0.4760	0.7133	0.5651
Manufacturing	0.45	0.9492	0.5003	0.6933	0.5753
Manufacturing	0.50	0.9508	0.5105	0.6400	0.5636
Manufacturing	0.55	0.9499	0.5028	0.5867	0.5366
Manufacturing	0.60	0.9509	0.5088	0.5533	0.5249
Manufacturing	0.65	0.9502	0.5032	0.4667	0.4769
Manufacturing	0.70	0.9489	0.4860	0.4000	0.4311
Manufacturing	0.75	0.9476	0.4680	0.3333	0.3809
Manufacturing	0.80	0.9473	0.4689	0.2600	0.3245
Manufacturing	0.85	0.9509	0.5434	0.2133	0.2964
Manufacturing	0.90	0.9505	0.5290	0.1533	0.2292
Manufacturing	0.95	0.9522	0.5476	0.1000	0.1681
Manufacturing	1.00	0.9518	0.0000	0.0000	0.0000
Ecommerce	0.00	0.0655	0.0655	1.0000	0.1230
Ecommerce	0.05	0.4666	0.1098	0.9900	0.1974
Ecommerce	0.10	0.9242	0.4754	0.9362	0.6250
Ecommerce	0.15	0.9714	0.7350	0.9313	0.8156
Ecommerce	0.20	0.9817	0.8321	0.9216	0.8706
Ecommerce	0.25	0.9872	0.8924	0.9216	0.9044
Ecommerce	0.30	0.9881	0.9180	0.9021	0.9087
Ecommerce	0.35	0.9885	0.9304	0.8923	0.9100
Ecommerce	0.40	0.9881	0.9450	0.8727	0.9054
Ecommerce	0.45	0.9881	0.9580	0.8578	0.9034
Ecommerce	0.50	0.9884	0.9671	0.8529	0.9054
Ecommerce	0.55	0.9878	0.9717	0.8382	0.8991
Ecommerce	0.60	0.9871	0.9711	0.8284	0.8929
Ecommerce	0.65	0.9871	0.9830	0.8186	0.8921
Ecommerce	0.70	0.9859	0.9823	0.7992	0.8805
Ecommerce	0.75	0.9852	0.9821	0.7894	0.8740
Ecommerce	0.80	0.9830	0.9817	0.7549	0.8519
Ecommerce	0.85	0.9807	0.9858	0.7159	0.8275
Ecommerce	0.90	0.9759	0.9935	0.6368	0.7729
Ecommerce	0.95	0.9704	0.9929	0.5535	0.7069
Ecommerce	1.00	0.9345	0.0000	0.0000	0.0000
Artificial Intelligence	0.00	0.0633	0.0633	1.0000	0.1190
Artificial Intelligence	0.05	0.5015	0.1126	0.9900	0.2021
Artificial Intelligence	0.10	0.9181	0.4347	0.9648	0.5990
Artificial Intelligence	0.15	0.9663	0.6652	0.9496	0.7816
Artificial Intelligence	0.20	0.9833	0.8252	0.9346	0.8761
Artificial Intelligence	0.25	0.9872	0.8774	0.9295	0.9015
Artificial Intelligence	0.30	0.9881	0.9023	0.9141	0.9069
Artificial Intelligence	0.35	0.9891	0.9189	0.9090	0.9131
Artificial Intelligence	0.40	0.9891	0.9373	0.8885	0.9111
Artificial Intelligence	0.45	0.9885	0.9459	0.8681	0.9043
Artificial Intelligence	0.50	0.9894	0.9668	0.8629	0.9108
Artificial Intelligence	0.55	0.9878	0.9658	0.8375	0.8955
Artificial Intelligence	0.60	0.9872	0.9705	0.8223	0.8890
Artificial Intelligence	0.65	0.9852	0.9692	0.7918	0.8706
Artificial Intelligence	0.70	0.9843	0.9686	0.7767	0.8612
Artificial Intelligence	0.75	0.9830	0.9736	0.7512	0.8474
Artificial Intelligence	0.80	0.9801	0.9722	0.7054	0.8168
Artificial Intelligence	0.85	0.9759	0.9752	0.6342	0.7662
Artificial Intelligence	0.90	0.9724	0.9808	0.5735	0.7224
Artificial Intelligence	0.95	0.9653	0.9762	0.4614	0.6233
Artificial Intelligence	1.00	0.9367	0.0000	0.0000	0.0000
